data_id,"capid","sku","payment_type",term,annual_mileage,custom_cash_deposit_minimum,custom_cash_deposit_maximum,manufacture_deposit,payment_amount,optional_final_payment,finance_facility_fee,purchase_fee,representative_apr,interest_rate,mileage_over_term_of_contract,excess_mileage_charge,price_of_the_car_for_validation,"creation_time","update_time"
11797,"68280","0","pcp",24,8000,150.00,7625.00,750.00,497.48,6188.00,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11798,"68280","0","pcp",24,9000,150.00,7625.00,750.00,499.65,6132.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11799,"68280","0","pcp",24,10000,150.00,7625.00,750.00,496.81,6205.00,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11800,"68280","0","pcp",24,11000,150.00,7625.00,750.00,503.82,6026.50,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11801,"68280","0","pcp",24,12000,150.00,7625.00,750.00,505.82,5975.50,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11802,"68280","0","pcp",24,13000,150.00,7625.00,750.00,507.82,5924.50,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11803,"68280","0","pcp",24,14000,150.00,7625.00,750.00,509.82,5873.50,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11804,"68280","0","pcp",24,15000,150.00,7625.00,750.00,511.82,5822.50,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11805,"68280","0","pcp",24,16000,150.00,7625.00,750.00,514.32,5758.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11806,"68280","0","pcp",24,17000,150.00,7625.00,750.00,516.82,5695.00,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11807,"68280","0","pcp",24,18000,150.00,7625.00,750.00,519.32,5631.25,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11808,"68280","0","pcp",24,19000,150.00,7625.00,750.00,521.82,5567.50,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11809,"68280","0","pcp",24,20000,150.00,7625.00,750.00,524.32,5503.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11810,"68280","0","pcp",24,21000,150.00,7625.00,750.00,526.99,5435.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11811,"68280","0","pcp",24,22000,150.00,7625.00,750.00,529.66,5367.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11812,"68280","0","pcp",24,23000,150.00,7625.00,750.00,532.33,5299.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11813,"68280","0","pcp",24,24000,150.00,7625.00,750.00,534.99,5231.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11814,"68280","0","pcp",24,25000,150.00,7625.00,750.00,537.66,5163.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11815,"68280","0","pcp",24,26000,150.00,7625.00,750.00,540.16,5100.00,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11816,"68280","0","pcp",24,27000,150.00,7625.00,750.00,542.66,5036.25,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11817,"68280","0","pcp",24,28000,150.00,7625.00,750.00,545.16,4972.50,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11818,"68280","0","pcp",24,29000,150.00,7625.00,750.00,547.67,4908.75,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11819,"68280","0","pcp",24,30000,150.00,7625.00,750.00,550.17,4845.00,0.00,0.00,5.90,3.05,0,14.90,17995.00,NULL,NULL
11820,"68280","0","pcp",30,6000,150.00,7625.00,750.00,422.45,5758.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11821,"68280","0","pcp",30,7000,150.00,7625.00,750.00,424.02,5707.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11822,"68280","0","pcp",30,8000,150.00,7625.00,750.00,426.39,5631.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11823,"68280","0","pcp",30,9000,150.00,7625.00,750.00,427.83,5584.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11824,"68280","0","pcp",30,10000,150.00,7625.00,750.00,430.00,5514.38,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11825,"68280","0","pcp",30,11000,150.00,7625.00,750.00,431.45,5467.62,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11826,"68280","0","pcp",30,12000,150.00,7625.00,750.00,433.62,5397.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11827,"68280","0","pcp",30,13000,150.00,7625.00,750.00,435.33,5342.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11828,"68280","0","pcp",30,14000,150.00,7625.00,750.00,437.89,5259.38,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11829,"68280","0","pcp",30,15000,150.00,7625.00,750.00,439.60,5204.12,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11830,"68280","0","pcp",30,16000,150.00,7625.00,750.00,442.16,5121.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11831,"68280","0","pcp",30,17000,150.00,7625.00,750.00,444.13,5057.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11832,"68280","0","pcp",30,18000,150.00,7625.00,750.00,447.09,4961.88,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11833,"68280","0","pcp",30,19000,150.00,7625.00,750.00,449.06,4898.12,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11834,"68280","0","pcp",30,20000,150.00,7625.00,750.00,452.02,4802.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11835,"68280","0","pcp",30,21000,150.00,7625.00,750.00,453.86,4743.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11836,"68280","0","pcp",30,22000,150.00,7625.00,750.00,456.62,4653.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11837,"68280","0","pcp",30,23000,150.00,7625.00,750.00,458.46,4594.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11838,"68280","0","pcp",30,24000,150.00,7625.00,750.00,461.22,4505.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11839,"68280","0","pcp",30,25000,150.00,7625.00,750.00,462.93,4449.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11840,"68280","0","pcp",30,26000,150.00,7625.00,750.00,465.49,4366.88,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11841,"68280","0","pcp",30,27000,150.00,7625.00,750.00,467.20,4311.62,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11842,"68280","0","pcp",30,28000,150.00,7625.00,750.00,469.76,4228.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11843,"68280","0","pcp",30,29000,150.00,7625.00,750.00,471.34,4177.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11844,"68280","0","pcp",30,30000,150.00,7625.00,750.00,473.71,4101.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11845,"68280","0","pcp",36,6000,150.00,7625.00,750.00,375.70,5189.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11846,"68280","0","pcp",36,7000,150.00,7625.00,750.00,377.43,5121.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11847,"68280","0","pcp",36,8000,150.00,7625.00,750.00,379.05,5057.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11848,"68280","0","pcp",36,9000,150.00,7625.00,750.00,380.67,4993.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11849,"68280","0","pcp",36,10000,150.00,7625.00,750.00,379.59,5036.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11850,"68280","0","pcp",36,11000,150.00,7625.00,750.00,384.23,4853.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11851,"68280","0","pcp",36,12000,150.00,7625.00,750.00,386.17,4777.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11852,"68280","0","pcp",36,13000,150.00,7625.00,750.00,388.11,4700.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11853,"68280","0","pcp",36,14000,150.00,7625.00,750.00,390.16,4619.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11854,"68280","0","pcp",36,15000,150.00,7625.00,750.00,392.27,4536.88,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11855,"68280","0","pcp",36,16000,150.00,7625.00,750.00,394.37,4454.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11856,"68280","0","pcp",36,17000,150.00,7625.00,750.00,396.48,4371.13,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11857,"68280","0","pcp",36,18000,150.00,7625.00,750.00,398.58,4288.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11858,"68280","0","pcp",36,19000,150.00,7625.00,750.00,400.69,4205.38,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11859,"68280","0","pcp",36,20000,150.00,7625.00,750.00,402.79,4122.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11860,"68280","0","pcp",36,21000,150.00,7625.00,750.00,404.74,4046.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11861,"68280","0","pcp",36,22000,150.00,7625.00,750.00,406.68,3969.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11862,"68280","0","pcp",36,23000,150.00,7625.00,750.00,408.62,3893.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11863,"68280","0","pcp",36,24000,150.00,7625.00,750.00,410.46,3820.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11864,"68280","0","pcp",36,25000,150.00,7625.00,750.00,412.24,3750.63,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11865,"68280","0","pcp",36,26000,150.00,7625.00,750.00,414.02,3680.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11866,"68280","0","pcp",36,27000,150.00,7625.00,750.00,415.64,3616.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11867,"68280","0","pcp",36,28000,150.00,7625.00,750.00,416.93,3565.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11868,"68280","0","pcp",36,29000,150.00,7625.00,750.00,418.23,3514.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11869,"68280","0","pcp",36,30000,150.00,7625.00,750.00,419.52,3463.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11870,"68280","0","pcp",42,6000,150.00,7625.00,750.00,337.70,4819.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11871,"68280","0","pcp",42,7000,150.00,7625.00,750.00,339.34,4743.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11872,"68280","0","pcp",42,8000,150.00,7625.00,750.00,341.53,4641.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11873,"68280","0","pcp",42,9000,150.00,7625.00,750.00,343.22,4562.38,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11874,"68280","0","pcp",42,10000,150.00,7625.00,750.00,345.59,4451.88,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11875,"68280","0","pcp",42,11000,150.00,7625.00,750.00,347.36,4369.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11876,"68280","0","pcp",42,12000,150.00,7625.00,750.00,349.64,4262.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11877,"68280","0","pcp",42,13000,150.00,7625.00,750.00,351.28,4186.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11878,"68280","0","pcp",42,14000,150.00,7625.00,750.00,353.47,4084.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11879,"68280","0","pcp",42,15000,150.00,7625.00,750.00,355.11,4007.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11880,"68280","0","pcp",42,16000,150.00,7625.00,750.00,357.30,3905.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11881,"68280","0","pcp",42,17000,150.00,7625.00,750.00,358.94,3829.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11882,"68280","0","pcp",42,18000,150.00,7625.00,750.00,360.99,3733.63,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11883,"68280","0","pcp",42,19000,150.00,7625.00,750.00,362.50,3663.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11884,"68280","0","pcp",42,20000,150.00,7625.00,750.00,364.50,3570.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11885,"68280","0","pcp",42,21000,150.00,7625.00,750.00,365.87,3506.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11886,"68280","0","pcp",42,22000,150.00,7625.00,750.00,367.69,3421.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11887,"68280","0","pcp",42,23000,150.00,7625.00,750.00,369.06,3357.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11888,"68280","0","pcp",42,24000,150.00,7625.00,750.00,370.70,3281.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11889,"68280","0","pcp",42,25000,150.00,7625.00,750.00,371.93,3223.62,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11890,"68280","0","pcp",42,26000,150.00,7625.00,750.00,373.57,3147.13,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11891,"68280","0","pcp",42,27000,150.00,7625.00,750.00,374.80,3089.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11892,"68280","0","pcp",42,28000,150.00,7625.00,750.00,376.44,3013.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11893,"68280","0","pcp",42,29000,150.00,7625.00,750.00,377.58,2960.12,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11894,"68280","0","pcp",42,30000,150.00,7625.00,750.00,378.86,2900.63,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11895,"68280","0","pcp",48,6000,150.00,7625.00,750.00,310.21,4386.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11896,"68280","0","pcp",48,7000,150.00,7625.00,750.00,312.41,4267.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11897,"68280","0","pcp",48,8000,150.00,7625.00,750.00,314.53,4152.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11898,"68280","0","pcp",48,9000,150.00,7625.00,750.00,316.57,4041.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11899,"68280","0","pcp",48,10000,150.00,7625.00,750.00,317.04,4016.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11900,"68280","0","pcp",48,11000,150.00,7625.00,750.00,320.50,3829.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11901,"68280","0","pcp",48,12000,150.00,7625.00,750.00,322.39,3727.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11902,"68280","0","pcp",48,13000,150.00,7625.00,750.00,324.20,3629.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11903,"68280","0","pcp",48,14000,150.00,7625.00,750.00,325.92,3536.00,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11904,"68280","0","pcp",48,15000,150.00,7625.00,750.00,327.65,3442.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11905,"68280","0","pcp",48,16000,150.00,7625.00,750.00,329.23,3357.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11906,"68280","0","pcp",48,17000,150.00,7625.00,750.00,330.80,3272.50,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11907,"68280","0","pcp",48,18000,150.00,7625.00,750.00,332.29,3191.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11908,"68280","0","pcp",48,19000,150.00,7625.00,750.00,333.70,3115.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11909,"68280","0","pcp",48,20000,150.00,7625.00,750.00,335.12,3038.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11910,"68280","0","pcp",48,21000,150.00,7625.00,750.00,336.69,2953.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11911,"68280","0","pcp",48,22000,150.00,7625.00,750.00,338.26,2868.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11912,"68280","0","pcp",48,23000,150.00,7625.00,750.00,339.68,2792.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11913,"68280","0","pcp",48,24000,150.00,7625.00,750.00,340.94,2724.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11914,"68280","0","pcp",48,25000,150.00,7625.00,750.00,342.19,2656.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11915,"68280","0","pcp",48,26000,150.00,7625.00,750.00,343.29,2596.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11916,"68280","0","pcp",48,27000,150.00,7625.00,750.00,344.39,2537.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11917,"68280","0","pcp",48,28000,150.00,7625.00,750.00,345.49,2477.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11918,"68280","0","pcp",48,29000,150.00,7625.00,750.00,346.59,2418.25,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11919,"68280","0","pcp",48,30000,150.00,7625.00,750.00,347.69,2358.75,0.00,0.00,5.90,3.04,0,14.90,17995.00,NULL,NULL
11920,"68281","0","hp",12,0,150.00,15760.00,0.00,1569.44,0.00,0.00,0.00,5.90,3.05,0,0.00,18760.00,NULL,NULL
11921,"68281","0","hp",24,0,150.00,15760.00,750.00,774.05,0.00,0.00,0.00,5.90,3.05,0,0.00,18760.00,NULL,NULL
11922,"68281","0","hp",36,0,150.00,15760.00,750.00,530.68,0.00,0.00,0.00,5.90,3.05,0,0.00,18760.00,NULL,NULL
11923,"68281","0","hp",42,0,150.00,15760.00,0.00,480.98,0.00,0.00,0.00,5.90,2.99,0,0.00,18760.00,NULL,NULL
11924,"68281","0","hp",48,0,150.00,15760.00,0.00,426.72,0.00,0.00,0.00,5.90,2.99,0,0.00,18760.00,NULL,NULL
11925,"68281","0","hp",60,0,150.00,15760.00,0.00,350.87,0.00,0.00,0.00,5.90,2.99,0,0.00,18760.00,NULL,NULL
11926,"68281","0","pch",24,0,9575.00,15760.00,0.00,760.83,0.00,0.00,0.00,0.00,0.00,0,0.00,18760.00,NULL,NULL
11927,"68281","0","pch",36,0,9575.00,15760.00,0.00,507.22,0.00,0.00,0.00,0.00,0.00,0,0.00,18760.00,NULL,NULL
11928,"68281","0","pcp",24,6000,150.00,8075.00,750.00,516.96,6553.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11929,"68281","0","pcp",24,7000,150.00,8075.00,750.00,519.13,6498.25,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11930,"68281","0","pcp",24,8000,150.00,8075.00,750.00,521.29,6443.00,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11931,"68281","0","pcp",24,9000,150.00,8075.00,750.00,523.46,6387.75,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11932,"68281","0","pcp",24,10000,150.00,8075.00,750.00,525.63,6332.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11933,"68281","0","pcp",24,11000,150.00,8075.00,750.00,527.80,6277.25,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11934,"68281","0","pcp",24,12000,150.00,8075.00,750.00,529.96,6222.00,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11935,"68281","0","pcp",24,13000,150.00,8075.00,750.00,532.13,6166.75,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11936,"68281","0","pcp",24,14000,150.00,8075.00,750.00,534.30,6111.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11937,"68281","0","pcp",24,15000,150.00,8075.00,750.00,536.47,6056.25,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11938,"68281","0","pcp",24,16000,150.00,8075.00,750.00,538.97,5992.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11939,"68281","0","pcp",24,17000,150.00,8075.00,750.00,541.47,5928.75,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11940,"68281","0","pcp",24,18000,150.00,8075.00,750.00,543.97,5865.00,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11941,"68281","0","pcp",24,19000,150.00,8075.00,750.00,546.47,5801.25,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11942,"68281","0","pcp",24,20000,150.00,8075.00,750.00,548.97,5737.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11943,"68281","0","pcp",24,21000,150.00,8075.00,750.00,551.97,5661.00,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11944,"68281","0","pcp",24,22000,150.00,8075.00,750.00,554.97,5584.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11945,"68281","0","pcp",24,23000,150.00,8075.00,750.00,557.97,5508.00,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11946,"68281","0","pcp",24,24000,150.00,8075.00,750.00,560.98,5431.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11947,"68281","0","pcp",24,25000,150.00,8075.00,750.00,563.98,5355.00,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11948,"68281","0","pcp",24,26000,150.00,8075.00,750.00,566.48,5291.25,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11949,"68281","0","pcp",24,27000,150.00,8075.00,750.00,568.98,5227.50,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11950,"68281","0","pcp",24,28000,150.00,8075.00,750.00,571.48,5163.75,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11951,"68281","0","pcp",24,29000,150.00,8075.00,750.00,573.98,5100.00,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11952,"68281","0","pcp",24,30000,150.00,8075.00,750.00,576.48,5036.25,0.00,0.00,5.90,3.05,0,14.90,18760.00,NULL,NULL
11953,"68281","0","pcp",30,6000,150.00,8075.00,750.00,442.65,5992.50,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11954,"68281","0","pcp",30,7000,150.00,8075.00,750.00,444.23,5941.50,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11955,"68281","0","pcp",30,8000,150.00,8075.00,750.00,446.60,5865.00,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11956,"68281","0","pcp",30,9000,150.00,8075.00,750.00,448.17,5814.00,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11957,"68281","0","pcp",30,10000,150.00,8075.00,750.00,450.54,5737.50,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11958,"68281","0","pcp",30,11000,150.00,8075.00,750.00,452.12,5686.50,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11959,"68281","0","pcp",30,12000,150.00,8075.00,750.00,454.48,5610.00,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11960,"68281","0","pcp",30,13000,150.00,8075.00,750.00,456.32,5550.50,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11961,"68281","0","pcp",30,14000,150.00,8075.00,750.00,459.08,5461.25,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11962,"68281","0","pcp",30,15000,150.00,8075.00,750.00,460.92,5401.75,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11963,"68281","0","pcp",30,16000,150.00,8075.00,750.00,463.68,5312.50,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11964,"68281","0","pcp",30,17000,150.00,8075.00,750.00,465.65,5248.75,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11965,"68281","0","pcp",30,18000,150.00,8075.00,750.00,468.61,5153.13,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11966,"68281","0","pcp",30,19000,150.00,8075.00,750.00,470.58,5089.38,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11967,"68281","0","pcp",30,20000,150.00,8075.00,750.00,473.54,4993.75,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11968,"68281","0","pcp",30,21000,150.00,8075.00,750.00,475.51,4930.00,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11969,"68281","0","pcp",30,22000,150.00,8075.00,750.00,478.47,4834.38,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11970,"68281","0","pcp",30,23000,150.00,8075.00,750.00,480.44,4770.62,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11971,"68281","0","pcp",30,24000,150.00,8075.00,750.00,483.40,4675.00,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11972,"68281","0","pcp",30,25000,150.00,8075.00,750.00,485.11,4619.75,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11973,"68281","0","pcp",30,26000,150.00,8075.00,750.00,487.67,4536.88,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11974,"68281","0","pcp",30,27000,150.00,8075.00,750.00,489.38,4481.62,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11975,"68281","0","pcp",30,28000,150.00,8075.00,750.00,491.94,4398.75,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11976,"68281","0","pcp",30,29000,150.00,8075.00,750.00,493.52,4347.75,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11977,"68281","0","pcp",30,30000,150.00,8075.00,750.00,495.89,4271.25,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11978,"68281","0","pcp",36,6000,150.00,8075.00,750.00,393.49,5401.75,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11979,"68281","0","pcp",36,7000,150.00,8075.00,750.00,395.27,5331.63,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
11980,"68281","0","pcp",36,8000,150.00,8075.00,750.00,397.05,5261.50,0.00,0.00,5.90,3.04,0,14.90,18760.00,NULL,NULL
